Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity ,Wood Production Capacity,% Imputed
2012,KIMBERLYCLARK DE MEXICO S.A.B. DE C.V.,Mexico,Chemicals nec,16.74%,73.91%,377596060,256718908,56032,3378026,747251,10287,671316,116011674,2567,9%
2012,NIPPON SHOKUBAI COMPANY LIMITED,Japan,Chemicals nec,9.63%,99.32%,357285887,343557390,82252,4579452,1036505,14229,308536,7709320,1798,3%
2012,ALBEMARLE CORPORATION,United States,Chemicals nec,12.87%,68.25%,353447472,310412032,91878,4079884,938871,13831,126814,37803824,19662,3%
2012,KAO CORP,Japan,Chemicals nec,2.08%,20.73%,324713179,305625974,74691,3845188,900973,12914,1298898,12961089,6548,10%
2012,AIR WATER INCORPORATED,Japan,Chemicals nec,5.51%,85.72%,313950818,355263315,93374,4766784,1060093,15447,473986,47699135,23046,5%
2012,W. R. GRACE & CO,United States,Chemicals nec,9.47%,60.58%,298697909,203369333,53634,2733299,613667,8880,145756,91786567,13226,4%
2012,JSR CORPORATION,Japan,Chemicals nec,7.28%,70.79%,294431271,201586610,48495,2654126,613035,8607,336669,89191242,7513,3%
2012,COLGATEPALMOLIVE CO.,United States,Chemicals nec,1.61%,6.93%,275388836,218975335,50796,2750963,643884,8911,789173,52165599,4174,9%
2012,DIC CORPORATION,Japan,Chemicals nec,2.90%,60.93%,246336354,236790351,48499,3244130,669769,9177,706417,4864616,3395,18%
2012,NITTO DENKO CORPORATION,Japan,Chemicals nec,2.62%,28.15%,183894364,155673728,54678,1964074,454111,7660,584584,25183952,28424,8%
2012,JOHNSON MATTHEY PUBLIC LIMITED COMPANY,United Kingdom,Chemicals nec,0.66%,18.45%,129935381,125177657,32531,1584316,368686,5533,351076,2425354,9772,12%
2012,CORBION NV,Netherlands,Chemicals nec,10.86%,141.06%,107858991,99608235,21453,1348490,299352,4003,97748,6478694,1017,7%
2012,CLOROX CO,United States,Chemicals nec,1.89%,11.59%,103570029,81790979,31053,1137274,219589,4124,252572,20157356,22918,14%
2012,SANYO CHEMICAL INDUSTRIES LIMITED,Japan,Chemicals nec,6.20%,151.83%,101173577,93324945,20756,1261525,278282,3814,135690,6149505,939,14%
2012,RECKITT BENCKISER GROUP PLC,United Kingdom,Chemicals nec,0.63%,2.37%,98632636,89110351,33691,1301154,205236,4094,279355,7718696,19941,7%
2012,AECI LIMITED,South Africa,Chemicals nec,4.62%,51.34%,81127065,45530885,18683,532221,113220,2065,453885,34479391,3285,4%
2012,INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED,United States,Chemicals nec,2.67%,15.41%,75233908,56895931,19383,782229,159118,2740,130325,17256008,11826,11%
2012,GIVAUDAN SA,Switzerland,Chemicals nec,1.42%,10.78%,66180927,61445574,17024,798528,184918,2667,4306,3730206,2296,8%
2012,ELEMENTIS PLC,United Kingdom,Chemicals nec,12.35%,64.95%,58678301,56309462,13284,752443,173357,2355,8539,1419469,610,0%
2011,THOMSON REUTERS CORP,Canada,Activities auxiliary to financial intermediation (67),1.02%,6.32%,140212543,126445287,33594,1698146,397783,5804,436021,11210190,14282,3%
2011,SGS SA,Switzerland,Activities auxiliary to financial intermediation (67),1.46%,8.77%,74985161,70809139,16303,941151,220524,2960,2366,2993104,388,0%
2011,ADECCO GROUP AG,Switzerland,Activities auxiliary to financial intermediation (67),0.14%,3.76%,45793978,43359038,10617,572915,133515,1889,15103,1703375,2474,1%
2011,S&P GLOBAL INC,United States,Activities auxiliary to financial intermediation (67),0.66%,2.76%,40990882,37398989,9389,497585,116521,1650,5104,2964139,2496,5%
2011,ZURICH INSURANCE GROUP LIMITED,Switzerland,Activities auxiliary to financial intermediation (67),0.08%,0.71%,40502536,37436402,9626,492207,114177,1686,22917,2429272,3754,1%
2011,RELX PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.41%,2.01%,38251533,36422864,8838,484093,113469,1563,8907,1212988,1189,3%
2011,INTERTEK GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),1.35%,9.24%,36750295,35950990,8370,478043,112068,1510,2596,197064,346,1%
2011,TELEPERFORMANCE SE,France,Activities auxiliary to financial intermediation (67),0.98%,20.27%,26965964,23273861,5488,309785,72575,987,1762,3302007,502,2%
2011,CAPITA PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.47%,3.85%,21568166,21096687,5073,280423,65732,901,4348,115583,580,3%
2011,EXPERIAN PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.51%,2.23%,19786799,19355433,4575,257328,60322,819,2597,106072,347,2%
2011,WOLTERS KLUWER NV,Netherlands,Activities auxiliary to financial intermediation (67),0.44%,2.61%,19200870,18397762,4494,243930,57044,798,4346,493395,900,3%
2011,BUREAU VERITAS SA,France,Activities auxiliary to financial intermediation (67),0.42%,2.92%,18110440,17714985,4313,236000,55245,767,2784,97139,793,4%
2011,STANTEC INCORPORATED,Canada,Activities auxiliary to financial intermediation (67),0.65%,7.19%,10728757,9617600,2760,129883,30410,465,52227,897123,1711,12%
2011,DEUTSCHE BOERSE AG,Germany,Activities auxiliary to financial intermediation (67),0.25%,0.55%,7320023,7029697,1602,92991,21787,292,4166,169477,11,1%
2011,"ICF INTERNATIONAL,INC.",United States,Activities auxiliary to financial intermediation (67),0.80%,11.36%,6688725,6543191,1609,87048,20390,285,687,35851,336,4%
2011,LONDON STOCK EXCHANGE GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.57%,2.05%,6030667,5701285,1361,75789,17766,243,1002,233356,134,2%
2011,BALOISE HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),0.06%,1.83%,5050732,4838702,1283,63413,14665,223,3792,129275,621,5%
2011,HONG KONG EXCHANGES AND CLEARING LIMITED,Hong Kong,Activities auxiliary to financial intermediation (67),0.38%,0.51%,3626364,3546857,799,46434,10878,145,2073,19128,49,3%
2011,JSE LIMITED,South Africa,Activities auxiliary to financial intermediation (67),1.12%,3.91%,3204347,3134038,714,41522,9714,130,1139,17082,8,1%
2011,HAYS PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.05%,1.37%,2422265,2365654,817,31290,7322,124,4832,12872,645,19%
2011,BURSA MALAYSIA BHD,Malaysia,Activities auxiliary to financial intermediation (67),1.67%,3.76%,2013235,1889166,445,24836,5817,79,193,92721,23,1%
2011,TMX GROUP LIMITED,Canada,Activities auxiliary to financial intermediation (67),0.18%,0,1210434,670163,377,9702,2258,54,20895,507669,684,13%
2011,AVIVA PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.02%,0.44%,10215323,11094785,904,149714,35272,146,60293,1011444,8046,16%
2011,EURAZEO SE,France,Activities of membership organisation n.e.c. (91),151.00%,0,8325650629,8145059205,1862822,108334216,25395695,339027,3858,44656754,948,0%
2011,HONEYWELL INTERNATIONAL INCORPORATED,United States,Activities of membership organisation n.e.c. (91),7.08%,77.52%,2582813155,2526828260,581876,33567503,7868820,105562,35244,13836697,10807,0%
2011,SEMBCORP INDUSTRIES LIMITED,Singapore,Activities of membership organisation n.e.c. (91),32.67%,272.49%,2279645854,1726940294,422247,22241295,5217223,72991,1693463,523086064,27724,4%
2011,3M COMPANY,United States,Activities of membership organisation n.e.c. (91),6.95%,33.37%,2057438223,1889243599,431819,25224188,5859929,78647,28592,136580215,8768,0%
2011,ALFA SAB DE CV,Mexico,Activities of membership organisation n.e.c. (91),12.93%,162.53%,1693474629,1110261382,254132,14765913,3461849,46230,1964,564683628,469,0%
2011,SIME DARBY BERHAD,Malaysia,Activities of membership organisation n.e.c. (91),8.48%,71.82%,1119651396,1089285723,238488,13065964,3061954,41891,3202944,10669982,84451,14%
2011,MYTILINEOS HOLDINGS S.A.,Greece,Activities of membership organisation n.e.c. (91),50.21%,497.77%,1024031326,858526647,233136,11272868,2655846,37457,539,151336265,31432,0%
2011,GENERAL ELECTRIC COMPANY,United States,Activities of membership organisation n.e.c. (91),0.70%,5.87%,995561557,871041493,214875,11434696,2676970,37783,137344,110060511,42115,2%
2011,FAR EASTERN NEW CENTURY CORPORATION,Taiwan,Activities of membership organisation n.e.c. (91),6.03%,79.85%,468138501,457774147,127015,6021237,1411802,20670,340125,2482479,38975,2%
2011,HYOSUNG CORPORATION,South Korea,Activities of membership organisation n.e.c. (91),4.44%,226.21%,435177602,409810817,100363,5449518,1277727,17699,106135,18431834,16491,1%
2011,BIDVEST GROUP LIMITED,South Africa,Activities of membership organisation n.e.c. (91),1.97%,41.13%,289117623,265014208,55593,3169924,719377,9909,1387873,18738576,22164,20%
2011,NISSHINBO HOLDINGS INCORPORATED,Japan,Activities of membership organisation n.e.c. (91),3.62%,57.95%,153149130,147751594,36326,1966388,459993,6346,6112,2927215,4845,0%
2011,ABOITIZ EQUITY VENTURES INC.,Philippines,Activities of membership organisation n.e.c. (91),9.31%,28.47%,153006661,147107349,32320,1779601,417058,5694,398636,3255494,10511,14%
2011,ALLIED ELECTRONICS CORPORATION LIMITED,South Africa,Activities of membership organisation n.e.c. (91),2.97%,44.24%,84073581,82108002,17812,1023727,235428,3202,267190,413954,4267,13%
2011,SMITHS GROUP PLC,United Kingdom,Activities of membership organisation n.e.c. (91),0.86%,5.14%,37768002,36641660,8716,487624,114175,1555,4796,510255,779,2%
2011,REUNERT LTD,South Africa,Activities of membership organisation n.e.c. (91),2.06%,16.55%,27837205,24851504,5221,297820,67629,931,127945,2484112,2043,19%
2011,SK HOLDINGS CO LTD,South Korea,Activities of membership organisation n.e.c. (91),0.44%,4.38%,6498036,6286190,1855,82169,19175,296,15924,93321,894,11%
2011,UNITED CONTINENTAL HOLDINGS INCORPORATED,United States,Air transport (62),28.18%,577.97%,10426508893,10202559340,2470072,134184562,31060488,440513,1709723,54613999,529803,5%
2011,AIR FRANCE KLM SA,France,Air transport (62),26.92%,0,8872374811,8680445728,2117902,112833264,26432378,369268,1210371,49184747,218845,4%
2011,AMERICAN AIRLINES GROUP INC,United States,Air transport (62),36.75%,0,8813077369,8608254755,2041021,113214190,26297476,364561,1107949,62023737,226320,4%
2011,DEUTSCHE LUFTHANSA AG,Germany,Air transport (62),13.13%,0,4898818563,4788282752,2408023,68309564,15788967,354640,83870,27751050,4160302,6%
2011,SINGAPORE AIRLINES LIMITED,Singapore,Air transport (62),36.84%,418.31%,4126637705,4036883496,978393,53284804,12465812,174329,763307,22268645,181081,2%
2011,CATHAY PACIFIC AIRWAYS LTD,Hong Kong,Air transport (62),22.58%,372.30%,2861995424,2615616004,1362170,37704756,8757929,199781,86,200769063,2414366,1%
2011,ANA HOLDINGS INC,Japan,Air transport (62),13.66%,273.44%,2410208432,2357437127,602413,31411098,7324899,105729,58183,13482185,213202,2%
2011,KOREAN AIR LINES COMPANY LIMITED,South Korea,Air transport (62),18.05%,481.21%,1911499656,1866251006,1083035,26588214,6130168,153505,352108,12960537,2018917,8%
2011,GOL LINHAS AEREAS INTELIGENTES S.A.,Brazil,Air transport (62),29.17%,0,1180019429,1153879862,275066,15120328,3527470,99587,190427,6961637,34947,4%
2011,SAS AB,Sweden,Air transport (62),12.24%,584.83%,732872437,716050853,318022,10124917,2357086,48153,  ,4460372,486967,1%
2011,KOEBENHAVNS LUFTHAVNE AS,Denmark,Air transport (62),4.65%,12.18%,27167228,18543837,5547,227799,55469,319,7116,8324011,29096,11%
2011,"AIR PRODUCTS AND CHEMICALS,INC.",United States,Chemicals nec,77.82%,482.20%,7845380773,7495534558,1721631,99882914,23314558,312841,511278,224141767,38775,1%
2011,AIR LIQUIDE,France,Chemicals nec,34.17%,218.59%,6412248562,6214429350,1479166,82438810,19333744,262855,836511,93568299,100173,0%
2011,LINDE PLC,United Kingdom,Chemicals nec,44.71%,205.09%,5030971044,4900162730,1136483,65181435,15275434,205748,227507,48830509,48803,0%
2011,EVONIK INDUSTRIES AG,Germany,Chemicals nec,16.13%,133.43%,3045320622,2967990567,873430,38196029,8997152,133859,5840007,23508358,218781,4%
2011,KIMBERLYCLARK CORPORATION,United States,Chemicals nec,10.88%,79.46%,2267817234,1524345069,400282,20480381,4604674,66458,1057142,716959151,95924,3%
2011,"PPG INDUSTRIES,INC.",United States,Chemicals nec,14.53%,126.94%,2161845700,1157096056,475665,15637738,3655638,68417,754746,984672696,515255,1%
2011,TOKUYAMA CORPORATION,Japan,Chemicals nec,46.92%,674.97%,1767435014,1715775079,477101,23111294,5373438,80488,349730,22509603,241720,1%
2011,AKZO NOBEL N.V.,Netherlands,Chemicals nec,7.65%,103.33%,1558735574,1407917219,380957,18190565,4247980,60579,2129422,125847328,38475,4%
2011,KONINKLIJKE DSM N.V.,Netherlands,Chemicals nec,12.00%,131.48%,1409920376,1317079273,319845,17465715,4053121,56586,1227432,69772851,54447,2%
2011,SHINETSU CHEMICAL CO LIMITED,Japan,Chemicals nec,8.62%,61.15%,1186123697,1127257237,290474,15105045,3386493,48697,1277164,38820687,62099,3%
2011,UNILEVER PLC,United Kingdom,Chemicals nec,1.63%,10.95%,852030880,791718061,190737,11208876,2230891,33206,1059458,45652790,63138,19%
2011,TAIYO NIPPON SANSO CORPORATION,Japan,Chemicals nec,13.53%,181.37%,850710027,807988474,199713,10797571,2460698,34442,583660,28673848,28379,1%
2011,WACKER CHEMIE AG,Germany,Chemicals nec,9.81%,81.56%,624997752,493682758,169270,6108572,1446368,23030,1971986,121643664,47897,3%
2011,CLARIANT AG,Switzerland,Chemicals nec,5.67%,67.88%,447299533,340001884,82595,4497293,1052143,14448,7684,101650712,7227,1%
2011,AIR WATER INCORPORATED,Japan,Chemicals nec,6.16%,92.94%,377764288,345893680,93673,4650606,1021287,15190,569406,25548132,27686,1%
2011,NIPPON SHOKUBAI COMPANY LIMITED,Japan,Chemicals nec,9.66%,93.35%,361950455,349285867,77868,4697003,1056326,14311,347991,6472344,1256,6%
2011,KIMBERLYCLARK DE MEXICO S.A.B. DE C.V.,Mexico,Chemicals nec,18.81%,85.37%,360306071,243077634,75298,3075611,684510,10478,691993,112698170,7624,5%
2011,ALBEMARLE CORPORATION,United States,Chemicals nec,12.33%,60.20%,353890598,303524072,87173,4011763,917796,13443,145493,45209870,19012,4%
2011,KAO CORP,Japan,Chemicals nec,2.14%,24.31%,330496293,311711376,76075,3898900,913689,13104,1432334,12455714,4899,11%
2011,JSR CORPORATION,Japan,Chemicals nec,7.25%,63.21%,321209505,215866174,51949,2826658,654805,9191,411134,101396670,7075,3%
2011,NITTO DENKO CORPORATION,Japan,Chemicals nec,2.41%,18.01%,199804299,163526379,62563,2034001,468755,8364,770645,32971063,37471,9%
2011,AECI LIMITED,South Africa,Chemicals nec,11.91%,120.82%,197736169,169780159,47257,2183275,500081,7240,462672,24758834,3349,4%
2011,AFRICAN OXYGEN LTD,South Africa,Chemicals nec,24.56%,265.70%,159654124,127450509,32448,1665780,385924,5373,181173,29934228,1311,2%
2011,HINDUSTAN UNILEVER LIMITED,India,Chemicals nec,3.62%,29.22%,136568276,101981402,33263,1277223,268032,4456,415649,32595348,7098,7%
2011,JOHNSON MATTHEY PUBLIC LIMITED COMPANY,United Kingdom,Chemicals nec,0.80%,22.50%,123440437,119814501,29774,1517391,353218,5143,313750,1411915,5256,10%
2011,CLOROX CO,United States,Chemicals nec,2.12%,12.17%,110979548,89814573,33509,1246474,242824,4494,265274,19396470,24071,14%
2011,SANYO CHEMICAL INDUSTRIES LIMITED,Japan,Chemicals nec,5.74%,81.24%,101536374,92494436,20152,1253729,272797,3732,164164,7327634,270,17%
2011,RECKITT BENCKISER GROUP PLC,United Kingdom,Chemicals nec,0.61%,2.36%,89306719,81507729,32843,1207804,176672,3803,298045,6101097,21275,8%
2011,INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED,United States,Chemicals nec,2.84%,17.73%,79081719,61694350,21021,848213,172528,2971,141386,16214080,12829,11%
2011,GIVAUDAN SA,Switzerland,Chemicals nec,1.61%,13.29%,67547243,62954652,17333,820259,189494,2724,4082,3560901,2203,8%
2011,"CHURCH & DWIGHT CO.,INC.",United States,Chemicals nec,2.00%,11.26%,55061171,45059122,17121,626586,120933,2273,139422,9108364,12651,14%
2011,ELEMENTIS PLC,United Kingdom,Chemicals nec,10.07%,55.88%,47607494,45686865,16383,619014,142369,2440,9556,1144711,13843,1%
2011,VICTREX PLC,United Kingdom,Chemicals nec,2.66%,6.11%,8904664,8503678,2268,115912,24752,363,6781,251393,484,2%
2011,AMERICAN WATER WORKS CO INCORPORATED,United States,"Collection,purification and distribution of water (41)",518.81%,1724.46%,13832662741,243618445,55954,3239809,759464,10166,1636,13584977988,722,0%
2011,MANILA WATER COMPANY INCORPORATION,Philippines,"Collection,purification and distribution of water (41)",603.19%,1121.98%,1633460671,79153025,11401,593519,135246,5031,301824,1553233451,27175,4%
2011,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,Brazil,"Collection,purification and distribution of water (41)",11.80%,50.18%,629689640,616064503,140860,8171474,1915344,25612,3332,3367994,521,0%
2011,UNITED UTILITIES GROUP PLC,United Kingdom,"Collection,purification and distribution of water (41)",7.66%,19.77%,180060837,176119830,40402,2342203,549122,7341,2856,999345,263,0%
2011,SEVERN TRENT PLC,United Kingdom,"Collection,purification and distribution of water (41)",6.40%,21.59%,170213956,166481888,38215,2214005,519066,6941,3229,950909,298,0%
2011,COMPANIA SANEAMENTO DE MINAS GERAIS,Brazil,"Collection,purification and distribution of water (41)",9.23%,43.54%,159760022,156305480,35737,2071681,485559,6496,1081,853818,169,0%
2011,AQUA AMERICA INC,United States,"Collection,purification and distribution of water (41)",3.18%,7.93%,22658543,22166943,5134,294750,69077,930,437,121465,193,1%
2011,PANASONIC CORPORATION,Japan,Computer and related activities (72),1.16%,33.06%,1312014249,1260366843,295856,16825512,3921487,53243,75725,30499219,23637,0%
2011,INTERNATIONAL BUSINESS MACHINES CORPORATION,United States,Computer and related activities (72),0.88%,4.54%,942805419,851436123,195716,11225551,2629417,35478,133140,77152755,2760,2%
2011,SHARP CORPORATION,Japan,Computer and related activities (72),1.33%,50.79%,520903228,503890094,115751,6702138,1570092,21033,26326,8579646,1853,0%
2011,SONY CORPORATION,Japan,Computer and related activities (72),0.55%,16.47%,510868955,496661696,119401,6628902,1543828,21215,62595,5846598,15280,3%
2011,MICROSOFT CORPORATION,United States,Computer and related activities (72),0.53%,1.36%,368980249,340622914,88978,4518989,1052260,15425,87107,22629286,34710,7%
2011,FUJITSU LIMITED,Japan,Computer and related activities (72),0.62%,21.31%,367345789,357514379,85417,4755333,1112587,15182,39449,3831238,7796,0%
2011,INFOSYS LIMITED,India,Computer and related activities (72),2.15%,7.29%,111468749,61546384,14307,818584,191859,2584,418,48895196,585,0%
2011,NTT DATA CORPORATION,Japan,Computer and related activities (72),0.45%,6.55%,68671459,66245908,16177,881679,206343,2853,10122,1310848,2471,4%
2011,ACCENTURE PLC,Ireland,Computer and related activities (72),0.24%,1.83%,64710162,63297878,15851,839970,196340,2768,15690,345226,3563,5%
2010,SGS SA,Switzerland,Activities auxiliary to financial intermediation (67),1.12%,6.32%,56945951,54140013,12503,719395,168521,2268,2617,1901063,429,0%
2010,ZURICH INSURANCE GROUP LIMITED,Switzerland,Activities auxiliary to financial intermediation (67),0.08%,0.98%,56411568,52264456,13375,687503,159554,2347,30627,3258723,5016,1%
2010,ADECCO GROUP AG,Switzerland,Activities auxiliary to financial intermediation (67),0.14%,3.91%,47832935,45122007,11133,595759,138742,1976,17531,1948659,2871,1%
2010,RELX PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.48%,2.04%,45621606,43614838,10421,579783,135906,1856,7827,1272021,1045,2%
2010,EXPERIAN PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.53%,2.95%,20560346,20112702,4714,267420,62690,848,2003,110236,267,1%
2010,BUREAU VERITAS SA,France,Activities auxiliary to financial intermediation (67),0.52%,3.33%,20515695,20068314,4827,267262,62582,862,2527,110042,720,3%
2010,WOLTERS KLUWER NV,Netherlands,Activities auxiliary to financial intermediation (67),0.41%,2.65%,19618184,18835103,4617,249688,58382,819,4687,465859,970,3%
2010,STANTEC INCORPORATED,Canada,Activities auxiliary to financial intermediation (67),0.68%,7.61%,10367620,8812354,2509,118940,27849,424,46028,1361024,1508,12%
2010,DEUTSCHE BOERSE AG,Germany,Activities auxiliary to financial intermediation (67),0.28%,0.65%,8133224,7818390,1783,103478,24245,325,4188,180804,11,1%
2010,BALOISE HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),0.05%,0.59%,4936673,4728161,1322,61598,14166,226,5183,126867,849,7%
2010,LONDON STOCK EXCHANGE GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.35%,1.34%,3398001,3118701,760,41449,9715,134,812,226539,108,3%
2010,SUL AMERICA S.A.,Brazil,Activities auxiliary to financial intermediation (67),0.06%,0.50%,3308417,3060436,613,35229,8257,111,3278,200101,392,20%
2010,HONG KONG EXCHANGES AND CLEARING LIMITED,Hong Kong,Activities auxiliary to financial intermediation (67),0.35%,0.46%,3237565,3166394,710,41289,9671,129,2310,17006,55,4%
2010,ASX LIMITED,Australia,Activities auxiliary to financial intermediation (67),0.54%,0.97%,3197703,3127402,763,41476,9701,135,1286,17058,118,3%
2010,HAYS PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.06%,2.04%,2571013,2512316,773,33289,7794,123,3479,13704,464,14%
2010,HELVETIA HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),0.03%,0.51%,2269561,1826822,609,23274,5237,99,4122,410072,675,4%
2010,BURSA MALAYSIA BHD,Malaysia,Activities auxiliary to financial intermediation (67),1.93%,4.71%,2075511,1900823,447,25005,5857,80,184,143137,22,1%
2010,BOLSAS Y MERCADOS ESPANOLES SHMSF SA,Spain,Activities auxiliary to financial intermediation (67),0.26%,0,1080901,566223,195,7143,1678,28,770,504979,116,10%
2010,TMX GROUP LIMITED,Canada,Activities auxiliary to financial intermediation (67),0.13%,0,746360,299529,256,4645,1075,34,17506,423888,573,16%
2010,STHREE PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.09%,1.99%,633642,619382,177,8216,1924,29,613,3384,82,11%
2010,AVIVA PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.02%,0.22%,13261546,14502276,230,195098,45918,278,62144,1427944,8293,17%
2010,SEMBCORP INDUSTRIES LIMITED,Singapore,Activities of membership organisation n.e.c. (91),30.89%,227.12%,2113815413,1789313899,411775,23014442,5394080,73559,1855156,293732403,20100,5%
2010,3M COMPANY,United States,Activities of membership organisation n.e.c. (91),7.63%,34.26%,2035387130,1924672080,439506,25698273,5971786,80081,24605,78508345,7545,0%
2010,SIME DARBY BERHAD,Malaysia,Activities of membership organisation n.e.c. (91),10.66%,198.70%,1135226810,1105123143,243158,13416797,3144337,42890,2886967,10293399,76119,12%
2010,GENERAL ELECTRIC COMPANY,United States,Activities of membership organisation n.e.c. (91),0.58%,5.24%,871706800,783353392,194849,10268222,2403487,34136,137575,75357325,42186,2%
2010,TOSHIBA CORPORATION,Japan,Activities of membership organisation n.e.c. (91),1.10%,33.18%,861967315,831605888,223758,11136033,2610649,38203,113740,16332117,93074,0%
2010,FAR EASTERN NEW CENTURY CORPORATION,Taiwan,Activities of membership organisation n.e.c. (91),6.91%,63.41%,473806752,463335967,126370,6111553,1430908,20805,302295,2516062,37207,2%
2010,HYOSUNG CORPORATION,South Korea,Activities of membership organisation n.e.c. (91),4.38%,80.71%,448999668,430784419,105486,5726732,1342158,18575,113891,10924892,16486,1%
2010,REMGRO LIMITED,South Africa,Activities of membership organisation n.e.c. (91),19.37%,284.41%,346682652,209362193,47243,2739468,639242,8572,176003,133707120,2811,2%
2010,NISSHINBO HOLDINGS INCORPORATED,Japan,Activities of membership organisation n.e.c. (91),4.74%,277.58%,141599303,136447603,34647,1820346,425757,5988,4320,2868482,7841,0%
2010,AYALA CORPORATION,Philippines,Activities of membership organisation n.e.c. (91),7.49%,64.67%,140215869,134357993,29043,1561583,365899,5046,507841,3375075,13390,17%
2010,SMITHS GROUP PLC,United Kingdom,Activities of membership organisation n.e.c. (91),0.89%,5.46%,38471133,37466431,8896,498586,116749,1589,4676,374966,760,2%
2010,DELTA AIR LINES INC,United States,Air transport (62),33.19%,395.15%,10538636255,10305148799,2348276,134725955,31499606,428020,1437376,63085525,37303,4%
2010,UNITED CONTINENTAL HOLDINGS INCORPORATED,United States,Air transport (62),44.24%,624.69%,10276149375,10054308167,2453746,133076794,30949749,436575,1051450,54419088,546194,3%
2010,AMERICAN AIRLINES GROUP INC,United States,Air transport (62),39.39%,1940.71%,8733207994,8528807353,2026278,112287788,26104368,361599,1003515,62845321,228228,4%
2010,AIR FRANCE KLM SA,France,Air transport (62),29.86%,0,8412311621,8229542443,2028983,107193492,25078235,350944,1040080,47300913,223469,4%
2010,DEUTSCHE LUFTHANSA AG,Germany,Air transport (62),11.73%,4713.36%,4300634716,4202997496,2282570,60576978,13980295,331289,81468,24569866,4185246,7%
2010,SINGAPORE AIRLINES LIMITED,Singapore,Air transport (62),39.41%,4229.37%,3909736868,3824618025,928663,50500842,11814809,165370,709923,21176036,176802,2%
2010,CATHAY PACIFIC AIRWAYS LTD,Hong Kong,Air transport (62),23.78%,194.35%,2739076694,2483550865,1288733,35769488,8307680,189152,87,212249448,2278759,2%
2010,ANA HOLDINGS INC,Japan,Air transport (62),15.05%,0,2280021573,2229846112,572764,29740087,6938121,100349,50006,12983790,209657,2%
2010,KOREAN AIR LINES COMPANY LIMITED,South Korea,Air transport (62),18.01%,182.02%,1882443639,1837798479,1068590,26222602,6049796,151388,328532,12816777,1992525,7%
2010,GOL LINHAS AEREAS INTELIGENTES S.A.,Brazil,Air transport (62),28.13%,281.33%,1181874287,1156180985,273419,15069033,3511073,112972,241782,6513119,28095,5%
2010,SAS AB,Sweden,Air transport (62),11.35%,1149.52%,687585191,671765004,300088,9503103,2211418,45385,  ,4222870,462677,1%
2010,KOEBENHAVNS LUFTHAVNE AS,Denmark,Air transport (62),4.23%,10.83%,24683824,16804134,5409,205708,50172,332,6716,7608775,27492,11%
2010,DSV A/S,Denmark,Air transport (62),12.21%,240.20%,936013871,918972697,386428,9989023,2402250,32399,88176,3283550,1873354,4%
2010,"AIR PRODUCTS AND CHEMICALS,INC.",United States,Chemicals nec,101.75%,641.57%,9184123340,7314413398,1682197,97462318,22758062,305523,456121,1747088500,42779,0%
2010,AIR LIQUIDE,France,Chemicals nec,33.61%,214.64%,6083394071,5891499109,1402794,78143417,18326508,249172,819121,93047947,93995,0%
2010,LINDE PLC,United Kingdom,Chemicals nec,46.73%,218.17%,4727711792,4605852136,1069553,61277671,14360181,193556,197030,44811906,50240,0%
2010,"PPG INDUSTRIES,INC.",United States,Chemicals nec,19.93%,187.73%,2675110221,1243136118,507809,16837759,3936848,73411,678370,1410491873,551966,1%
2010,KIMBERLYCLARK CORPORATION,United States,Chemicals nec,11.71%,80.59%,2313020794,1562328986,401868,21003080,4736129,67786,997847,723575641,90544,1%
2010,PROCTER & GAMBLE CO,United States,Chemicals nec,2.55%,11.74%,2009578283,1515393218,541579,20935726,4165348,74443,3989064,464840870,361964,12%
2010,TOKUYAMA CORPORATION,Japan,Chemicals nec,54.10%,896.57%,1822288890,1768513929,495396,23854029,5550725,83624,313189,23744872,266875,1%
2010,AKZO NOBEL N.V.,Netherlands,Chemicals nec,8.39%,89.49%,1648627275,1483932905,393997,19230065,4483293,63594,2202941,138358155,37676,4%
2010,KONINKLIJKE DSM N.V.,Netherlands,Chemicals nec,13.16%,147.64%,1444164610,1353780838,336781,18006249,4152910,58638,1230276,66668743,69824,2%
